Request time;Time;Temperature, deg. C;Humidity, pct;Pressure, mmHg;Wind speed, m/s;Wind direction, deg;Wind direction;Precipitation, mm;Probability of precipitation, pct;Conditions
2022-02-23 18:03:57;2022-02-23 14:00:00;2.8;73;743;4;220;Ю-3;-;-;-
;2022-02-23 17:00:00;1.9;72;743;4;225;Ю-3;0;45;Переменная облачность, без осадков
;2022-02-23 20:00:00;0.5;74;743;4;227;Ю-3;0;45;Переменная облачность, без осадков
;2022-02-23 23:00:00;0.3;75;743;4;228;Ю-3;0;45;Переменная облачность, без осадков
;2022-02-24 02:00:00;-1.1;77;743;4;230;Ю-3;0;45;Переменная облачность, без осадков
;2022-02-24 05:00:00;-1.2;78;742;4;231;Ю-3;0.1;95;Облачно, небольшой снег
;2022-02-24 08:00:00;-0.9;75;743;4;240;Ю-3;0.5;95;Облачно, небольшой снег
;2022-02-24 11:00:00;0.8;72;745;4;249;З;0.7;95;Облачно, небольшие осадки
;2022-02-24 14:00:00;2.6;69;746;4;258;З;0;45;Переменная облачность, без осадков
;2022-02-24 17:00:00;1.9;66;747;4;266;З;0;45;Переменная облачность, без осадков
;2022-02-24 20:00:00;-0.1;68;747;4;268;З;0;45;Переменная облачность, без осадков
;2022-02-24 23:00:00;-1.3;70;748;4;269;З;0;40;Переменная облачность, без осадков
;2022-02-25 02:00:00;-3.0;73;749;3;272;З;0;10;Облачно, без осадков
;2022-02-25 05:00:00;-3.2;75;750;3;274;З;0;5;Облачно, без осадков
;2022-02-25 08:00:00;-3.6;69;752;3;276;З;0.1;55;Переменная облачность, небольшой снег
;2022-02-25 11:00:00;-3.0;63;753;3;278;З;0;45;Переменная облачность, без осадков
;2022-02-25 14:00:00;-2.1;56;754;2;280;З;0;45;Переменная облачность, без осадков
;2022-02-25 17:00:00;-2.7;50;755;2;283;З;0;9;Переменная облачность, без осадков
;2022-02-25 20:00:00;-6.3;55;756;2;273;З;0;9;Малооблачно, без осадков
;2022-02-25 23:00:00;-8.0;60;756;2;264;З;0;19;Малооблачно, без осадков
;2022-02-26 02:00:00;-9.7;65;757;3;257;З;0;45;Переменная облачность, без осадков
;2022-02-26 05:00:00;-9.5;70;758;3;251;З;0;38;Переменная облачность, без осадков
;2022-02-26 08:00:00;-9.4;66;758;3;245;Ю-3;0;13;Малооблачно, без осадков
;2022-02-26 11:00:00;-6.2;62;758;2;238;Ю-3;0;27;Малооблачно, без осадков
;2022-02-26 14:00:00;-2.1;58;758;2;228;Ю-3;0;13;Малооблачно, без осадков
;2022-02-26 17:00:00;-1.3;54;758;2;217;Ю-3;0;13;Малооблачно, без осадков
;2022-02-26 20:00:00;-4.5;60;758;2;217;Ю-3;0;13;Малооблачно, без осадков
;2022-02-26 23:00:00;-6.2;65;758;3;216;Ю-3;0;13;Малооблачно, без осадков
;2022-02-27 02:00:00;-8.1;71;757;3;216;Ю-3;0;13;Переменная облачность, без осадков
2022-02-24 05:49:47;2022-02-23 23:00:00;0.1;75;743;4;228;Ю-3;-;-;-
;2022-02-24 02:00:00;-2.0;77;742;4;230;Ю-3;0;70;Переменная облачность, без осадков
;2022-02-24 05:00:00;-1.0;78;743;4;231;Ю-3;0.5;95;Облачно, небольшие осадки
;2022-02-24 08:00:00;0.0;75;744;4;240;Ю-3;0.3;99;Облачно, небольшой снег
;2022-02-24 11:00:00;0.8;72;745;4;249;З;0.6;99;Облачно, небольшие осадки
;2022-02-24 14:00:00;1.5;69;746;4;258;З;0;50;Переменная облачность, без осадков
;2022-02-24 17:00:00;2.2;66;747;4;266;З;0;45;Переменная облачность, без осадков
;2022-02-24 20:00:00;2.4;68;748;4;268;З;0;45;Переменная облачность, без осадков
;2022-02-24 23:00:00;-2.0;70;748;4;269;З;0;40;Переменная облачность, без осадков
;2022-02-25 02:00:00;-2.6;73;749;3;272;З;0;10;Облачно, без осадков
;2022-02-25 05:00:00;-3.2;75;750;3;274;З;0;4;Облачно, без осадков
;2022-02-25 08:00:00;-4.8;69;752;3;276;З;0;55;Переменная облачность, без осадков
;2022-02-25 11:00:00;-2.9;63;753;3;278;З;0;96;Переменная облачность, без осадков
;2022-02-25 14:00:00;-1.5;56;754;2;280;З;0;45;Переменная облачность, без осадков
;2022-02-25 17:00:00;-2.1;50;755;2;283;З;0;0;Переменная облачность, без осадков
;2022-02-25 20:00:00;-3.6;55;756;2;273;З;0;0;Малооблачно, без осадков
;2022-02-25 23:00:00;-5.2;60;756;2;264;З;0;19;Малооблачно, без осадков
;2022-02-26 02:00:00;-7.1;65;757;3;257;З;0;45;Переменная облачность, без осадков
;2022-02-26 05:00:00;-9.1;70;758;3;251;З;0;38;Переменная облачность, без осадков
;2022-02-26 08:00:00;-10.3;66;758;3;245;Ю-3;0;7;Малооблачно, без осадков
;2022-02-26 11:00:00;-6.1;62;758;2;238;Ю-3;0;27;Малооблачно, без осадков
;2022-02-26 14:00:00;-3.4;58;758;2;228;Ю-3;0;5;Малооблачно, без осадков
;2022-02-26 17:00:00;-0.9;54;758;2;217;Ю-3;0;1;Малооблачно, без осадков
;2022-02-26 20:00:00;-1.1;60;758;2;217;Ю-3;0;1;Малооблачно, без осадков
;2022-02-26 23:00:00;-5.8;65;758;3;216;Ю-3;0;0;Малооблачно, без осадков
;2022-02-27 02:00:00;-9.5;71;758;3;216;Ю-3;0;0;Переменная облачность, без осадков
;2022-02-27 05:00:00;-7.3;76;757;3;216;Ю-3;0;0;Переменная облачность, без осадков
;2022-02-27 08:00:00;-6.1;71;757;3;224;Ю-3;0;28;Переменная облачность, без осадков
;2022-02-27 11:00:00;-4.7;66;757;2;235;Ю-3;0;8;Переменная облачность, без осадков
;2022-02-27 14:00:00;-0.7;61;756;2;248;З;0;3;Облачно, без осадков
2022-02-24 18:58:02;2022-02-24 14:00:00;2.4;67;745;5;260;З;-;-;-
;2022-02-24 17:00:00;2.3;64;746;5;267;З;0;45;Переменная облачность, без осадков
;2022-02-24 20:00:00;-0.1;67;747;5;267;З;0;38;Переменная облачность, без осадков
;2022-02-24 23:00:00;-1.1;70;748;4;267;З;0;34;Переменная облачность, без осадков
;2022-02-25 02:00:00;-2.3;73;749;4;266;З;0;29;Облачно, без осадков
;2022-02-25 05:00:00;-2.9;76;751;3;266;З;0;28;Облачно, без осадков
;2022-02-25 08:00:00;-3.2;70;752;3;269;З;0;45;Переменная облачность, без осадков
;2022-02-25 11:00:00;-2.7;64;753;3;271;З;0;45;Переменная облачность, без осадков
;2022-02-25 14:00:00;-1.7;58;754;3;274;З;0;45;Переменная облачность, без осадков
;2022-02-25 17:00:00;-2.2;51;755;3;276;З;0;5;Переменная облачность, без осадков
;2022-02-25 20:00:00;-4.7;56;755;3;271;З;0;22;Малооблачно, без осадков
;2022-02-25 23:00:00;-5.9;61;756;4;266;З;0;7;Малооблачно, без осадков
;2022-02-26 02:00:00;-7.7;66;757;4;262;З;0;5;Малооблачно, без осадков
;2022-02-26 05:00:00;-8.2;70;757;4;259;З;0;5;Малооблачно, без осадков
;2022-02-26 08:00:00;-8.2;66;757;4;251;З;0;9;Малооблачно, без осадков
;2022-02-26 11:00:00;-5.7;63;757;3;242;Ю-3;0;27;Малооблачно, без осадков
;2022-02-26 14:00:00;-2.3;59;758;3;231;Ю-3;0;9;Малооблачно, без осадков
;2022-02-26 17:00:00;-1.4;55;758;3;219;Ю-3;0;9;Малооблачно, без осадков
;2022-02-26 20:00:00;-4.5;60;757;3;221;Ю-3;0;9;Малооблачно, без осадков
;2022-02-26 23:00:00;-6.1;65;757;3;222;Ю-3;0;9;Малооблачно, без осадков
;2022-02-27 02:00:00;-7.5;70;757;3;224;Ю-3;0;9;Переменная облачность, без осадков
;2022-02-27 05:00:00;-7.7;75;757;3;225;Ю-3;0;9;Переменная облачность, без осадков
;2022-02-27 08:00:00;-7.2;72;757;3;232;Ю-3;0;45;Переменная облачность, без осадков
;2022-02-27 11:00:00;-3.9;69;757;2;240;Ю-3;0;19;Облачно, без осадков
;2022-02-27 14:00:00;-0.4;66;757;2;251;З;0.1;60;Переменная облачность, небольшой снег
;2022-02-27 17:00:00;0.3;64;757;2;264;З;0.8;72;Облачно, небольшие осадки
;2022-02-27 20:00:00;-2.3;67;757;2;273;З;0.6;87;Облачно, небольшие осадки
;2022-02-27 23:00:00;-4.3;70;758;2;282;З;0;45;Переменная облачность, без осадков
;2022-02-28 02:00:00;-6.5;74;759;2;291;З;0;13;Переменная облачность, без осадков
2022-02-25 06:18:02;2022-02-24 23:00:00;-0.9;70;748;4;267;З;-;-;-
;2022-02-25 02:00:00;-2.3;73;749;4;266;З;0;29;Облачно, без осадков
;2022-02-25 05:00:00;-3.7;76;751;3;266;З;0;28;Облачно, без осадков
;2022-02-25 08:00:00;-6.2;70;752;3;269;З;0;59;Переменная облачность, без осадков
;2022-02-25 11:00:00;-2.9;64;753;3;271;З;0;95;Переменная облачность, без осадков
;2022-02-25 14:00:00;-2.5;58;754;3;274;З;0;47;Переменная облачность, без осадков
;2022-02-25 17:00:00;-2.1;51;755;3;276;З;0;5;Переменная облачность, без осадков
;2022-02-25 20:00:00;-2.0;56;755;3;271;З;0;22;Малооблачно, без осадков
;2022-02-25 23:00:00;-6.3;61;756;4;266;З;0;7;Малооблачно, без осадков
;2022-02-26 02:00:00;-9.3;66;757;4;262;З;0;0;Малооблачно, без осадков
;2022-02-26 05:00:00;-8.0;70;757;4;259;З;0;0;Малооблачно, без осадков
;2022-02-26 08:00:00;-6.5;66;757;4;251;З;0;1;Малооблачно, без осадков
;2022-02-26 11:00:00;-5.0;63;757;3;242;Ю-3;0;27;Малооблачно, без осадков
;2022-02-26 14:00:00;-2.8;59;758;3;231;Ю-3;0;8;Малооблачно, без осадков
;2022-02-26 17:00:00;-0.4;55;758;3;219;Ю-3;0;0;Малооблачно, без осадков
;2022-02-26 20:00:00;-0.8;60;757;3;221;Ю-3;0;0;Малооблачно, без осадков
;2022-02-26 23:00:00;-5.7;65;757;3;222;Ю-3;0;0;Малооблачно, без осадков
;2022-02-27 02:00:00;-8.3;70;757;3;224;Ю-3;0;0;Переменная облачность, без осадков
;2022-02-27 05:00:00;-6.4;75;757;3;225;Ю-3;0;0;Переменная облачность, без осадков
;2022-02-27 08:00:00;-5.1;72;757;3;232;Ю-3;0;55;Переменная облачность, без осадков
;2022-02-27 11:00:00;-3.8;69;757;2;240;Ю-3;0;19;Облачно, без осадков
;2022-02-27 14:00:00;-0.7;66;757;2;251;З;0.3;60;Переменная облачность, небольшой снег
;2022-02-27 17:00:00;0.0;64;757;2;264;З;0.4;72;Облачно, небольшой снег
;2022-02-27 20:00:00;-2.1;67;757;2;273;З;0.5;89;Облачно, небольшие осадки
;2022-02-27 23:00:00;-4.3;70;758;2;282;З;0;45;Переменная облачность, без осадков
;2022-02-28 02:00:00;-6.5;74;759;2;291;З;0;12;Переменная облачность, без осадков
;2022-02-28 05:00:00;-8.7;77;760;2;299;С-3;0;0;Переменная облачность, без осадков
;2022-02-28 08:00:00;-10.7;71;759;2;288;З;0;2;Переменная облачность, без осадков
;2022-02-28 11:00:00;-4.2;65;759;2;279;З;0;1;Малооблачно, без осадков
;2022-02-28 14:00:00;-2.1;60;759;3;271;З;0;0;Малооблачно, без осадков
2022-02-25 18:46:25;2022-02-25 14:00:00;-1.1;52;754;3;277;З;-;-;-
;2022-02-25 17:00:00;-1.3;44;754;3;276;З;0;30;Переменная облачность, без осадков
;2022-02-25 20:00:00;-3.2;52;755;3;271;З;0;11;Малооблачно, без осадков
;2022-02-25 23:00:00;-4.3;60;756;4;266;З;0;27;Малооблачно, без осадков
;2022-02-26 02:00:00;-6.0;67;756;4;262;З;0;13;Малооблачно, без осадков
;2022-02-26 05:00:00;-6.8;75;757;4;258;З;0;20;Малооблачно, без осадков
;2022-02-26 08:00:00;-7.2;70;757;3;252;З;0;15;Малооблачно, без осадков
;2022-02-26 11:00:00;-5.0;65;757;3;244;Ю-3;0;5;Малооблачно, без осадков
;2022-02-26 14:00:00;-1.6;61;757;2;233;Ю-3;0;45;Переменная облачность, без осадков
;2022-02-26 17:00:00;-1.0;56;757;2;216;Ю-3;0;34;Переменная облачность, без осадков
;2022-02-26 20:00:00;-3.7;61;757;2;218;Ю-3;0;5;Переменная облачность, без осадков
;2022-02-26 23:00:00;-4.9;65;756;3;219;Ю-3;0;5;Переменная облачность, без осадков
;2022-02-27 02:00:00;-6.3;70;756;3;220;Ю-3;0;5;Переменная облачность, без осадков
;2022-02-27 05:00:00;-5.6;75;756;3;221;Ю-3;0;5;Переменная облачность, без осадков
;2022-02-27 08:00:00;-4.4;71;756;3;229;Ю-3;0;9;Переменная облачность, без осадков
;2022-02-27 11:00:00;-1.3;67;756;2;239;Ю-3;0;45;Переменная облачность, без осадков
;2022-02-27 14:00:00;1.2;63;756;2;252;З;0.2;55;Переменная облачность, небольшой снег
;2022-02-27 17:00:00;1.4;59;755;2;267;З;0.8;91;Облачно, небольшой дождь
;2022-02-27 20:00:00;-0.8;63;756;2;280;З;0.6;91;Облачно, небольшой дождь
;2022-02-27 23:00:00;-2.6;67;757;2;295;С-3;0.2;91;Облачно, небольшие осадки
;2022-02-28 02:00:00;-6.5;71;758;2;309;С-3;0;45;Переменная облачность, без осадков
;2022-02-28 05:00:00;-7.8;75;759;2;322;С-3;0;9;Переменная облачность, без осадков
;2022-02-28 08:00:00;-7.4;70;759;2;307;С-3;0;13;Переменная облачность, без осадков
;2022-02-28 11:00:00;-4.5;65;759;2;289;З;0;13;Переменная облачность, без осадков
;2022-02-28 14:00:00;-0.9;60;759;2;270;З;0;13;Переменная облачность, без осадков
;2022-02-28 17:00:00;-0.3;55;759;2;255;З;0;13;Малооблачно, без осадков
;2022-02-28 20:00:00;-3.6;60;758;3;261;З;0;13;Малооблачно, без осадков
;2022-02-28 23:00:00;-5.1;66;757;3;264;З;0;13;Малооблачно, без осадков
;2022-03-01 02:00:00;-7.0;71;756;4;267;З;0;13;Малооблачно, без осадков
2022-02-26 06:42:09;2022-02-25 23:00:00;-4.6;59;756;4;266;З;-;-;-
;2022-02-26 02:00:00;-5.7;67;756;4;262;З;0;13;Малооблачно, без осадков
;2022-02-26 05:00:00;-6.7;75;757;4;258;З;0;20;Малооблачно, без осадков
;2022-02-26 08:00:00;-7.9;70;757;3;252;З;0;15;Малооблачно, без осадков
;2022-02-26 11:00:00;-4.5;65;757;3;244;Ю-3;0;0;Малооблачно, без осадков
;2022-02-26 14:00:00;-2.5;61;757;2;233;Ю-3;0;76;Переменная облачность, без осадков
;2022-02-26 17:00:00;-0.6;56;757;2;216;Ю-3;0;34;Переменная облачность, без осадков
;2022-02-26 20:00:00;-0.1;61;757;2;218;Ю-3;0;0;Переменная облачность, без осадков
;2022-02-26 23:00:00;-5.1;65;756;3;219;Ю-3;0;1;Переменная облачность, без осадков
;2022-02-27 02:00:00;-7.6;70;756;3;220;Ю-3;0;2;Переменная облачность, без осадков
;2022-02-27 05:00:00;-5.4;75;756;3;221;Ю-3;0;0;Переменная облачность, без осадков
;2022-02-27 08:00:00;-3.1;71;756;3;229;Ю-3;0;0;Переменная облачность, без осадков
;2022-02-27 11:00:00;-0.9;67;756;2;239;Ю-3;0;57;Переменная облачность, без осадков
;2022-02-27 14:00:00;1.2;63;756;2;252;З;0.3;55;Переменная облачность, небольшой снег
;2022-02-27 17:00:00;1.2;59;755;2;267;З;0.8;99;Облачно, небольшие осадки
;2022-02-27 20:00:00;-0.6;63;756;2;280;З;0.6;99;Облачно, небольшой дождь
;2022-02-27 23:00:00;-2.7;67;757;2;295;С-3;0.2;99;Облачно, небольшие осадки
;2022-02-28 02:00:00;-5.5;71;758;2;309;С-3;0;48;Переменная облачность, без осадков
;2022-02-28 05:00:00;-8.5;75;759;2;322;С-3;0;7;Переменная облачность, без осадков
;2022-02-28 08:00:00;-10.6;70;759;2;307;С-3;0;0;Переменная облачность, без осадков
;2022-02-28 11:00:00;-4.5;65;759;2;289;З;0;0;Переменная облачность, без осадков
;2022-02-28 14:00:00;-2.2;60;759;2;270;З;0;0;Переменная облачность, без осадков
;2022-02-28 17:00:00;-0.2;55;759;2;255;З;0;0;Малооблачно, без осадков
;2022-02-28 20:00:00;-0.4;60;758;3;261;З;0;0;Малооблачно, без осадков
;2022-02-28 23:00:00;-4.8;66;757;3;264;З;0;0;Малооблачно, без осадков
;2022-03-01 02:00:00;-8.5;71;756;4;267;З;0;0;Малооблачно, без осадков
;2022-03-01 05:00:00;-7.1;76;755;4;269;З;0;0;Малооблачно, без осадков
;2022-03-01 08:00:00;-5.8;73;755;4;273;З;0;0;Малооблачно, без осадков
;2022-03-01 11:00:00;-4.5;69;755;3;278;З;0;0;Малооблачно, без осадков
;2022-03-01 14:00:00;-3.0;65;755;3;284;З;0;0;Малооблачно, без осадков
2022-02-26 19:33:14;2022-02-26 14:00:00;-1.3;62;757;3;231;Ю-3;-;-;-
;2022-02-26 17:00:00;-0.3;57;757;3;220;Ю-3;0;1;Переменная облачность, без осадков
;2022-02-26 20:00:00;-3.1;62;757;3;220;Ю-3;0;1;Переменная облачность, без осадков
;2022-02-26 23:00:00;-4.7;67;756;3;220;Ю-3;0;1;Переменная облачность, без осадков
;2022-02-27 02:00:00;-6.2;71;756;3;220;Ю-3;0;1;Переменная облачность, без осадков
;2022-02-27 05:00:00;-6.1;76;756;3;220;Ю-3;0;1;Переменная облачность, без осадков
;2022-02-27 08:00:00;-3.9;71;756;2;225;Ю-3;0;5;Переменная облачность, без осадков
;2022-02-27 11:00:00;-1.1;66;756;2;232;Ю-3;0;10;Переменная облачность, без осадков
;2022-02-27 14:00:00;1.3;62;756;1;245;Ю-3;0.2;66;Переменная облачность, небольшой снег
;2022-02-27 17:00:00;1.0;57;756;1;269;З;0.5;95;Облачно, небольшой дождь
;2022-02-27 20:00:00;-0.4;61;756;1;288;З;0.3;95;Облачно, небольшой дождь
;2022-02-27 23:00:00;-1.4;65;757;1;301;С-3;0.1;64;Переменная облачность, небольшие осадки
;2022-02-28 02:00:00;-5.1;69;758;2;310;С-3;0;36;Переменная облачность, без осадков
;2022-02-28 05:00:00;-8.1;73;759;2;316;С-3;0;5;Облачно, без осадков
;2022-02-28 08:00:00;-8.5;68;759;2;301;С-3;0;9;Облачно, без осадков
;2022-02-28 11:00:00;-5.5;62;759;2;283;З;0;9;Переменная облачность, без осадков
;2022-02-28 14:00:00;-1.2;57;758;2;264;З;0;9;Переменная облачность, без осадков
;2022-02-28 17:00:00;-0.4;52;758;2;249;З;0;9;Переменная облачность, без осадков
;2022-02-28 20:00:00;-2.9;56;757;3;257;З;0;9;Малооблачно, без осадков
;2022-02-28 23:00:00;-4.3;61;757;3;262;З;0;9;Малооблачно, без осадков
;2022-03-01 02:00:00;-6.8;65;756;4;265;З;0;9;Малооблачно, без осадков
;2022-03-01 05:00:00;-7.6;70;755;4;268;З;0;9;Малооблачно, без осадков
;2022-03-01 08:00:00;-7.4;67;755;4;271;З;0;13;Малооблачно, без осадков
;2022-03-01 11:00:00;-4.7;65;755;4;275;З;0;13;Малооблачно, без осадков
;2022-03-01 14:00:00;-1.5;63;756;4;278;З;0;13;Малооблачно, без осадков
;2022-03-01 17:00:00;-1.0;60;756;4;281;З;0;13;Малооблачно, без осадков
;2022-03-01 20:00:00;-3.2;64;756;4;281;З;0;13;Малооблачно, без осадков
;2022-03-01 23:00:00;-4.9;69;756;4;281;З;0;13;Малооблачно, без осадков
;2022-03-02 02:00:00;-8.1;73;756;3;280;З;0;13;Малооблачно, без осадков
2022-02-27 06:13:09;2022-02-26 23:00:00;-5.0;67;756;3;220;Ю-3;-;-;-
;2022-02-27 02:00:00;-7.8;71;756;3;220;Ю-3;0;0;Переменная облачность, без осадков
;2022-02-27 05:00:00;-6.4;76;756;3;220;Ю-3;0;0;Переменная облачность, без осадков
;2022-02-27 08:00:00;-3.5;71;756;2;225;Ю-3;0;0;Переменная облачность, без осадков
;2022-02-27 11:00:00;-0.8;66;756;2;232;Ю-3;0;10;Переменная облачность, без осадков
;2022-02-27 14:00:00;1.1;62;756;1;245;Ю-3;0.4;66;Переменная облачность, небольшой снег
;2022-02-27 17:00:00;0.7;57;756;1;269;З;0.7;99;Облачно, небольшие осадки
;2022-02-27 20:00:00;-0.3;61;756;1;288;З;0.7;99;Облачно, небольшой дождь
;2022-02-27 23:00:00;-2.2;65;757;1;301;С-3;0.1;64;Переменная облачность, небольшие осадки
;2022-02-28 02:00:00;-5.3;69;758;2;310;С-3;0;36;Переменная облачность, без осадков
;2022-02-28 05:00:00;-8.5;73;759;2;316;С-3;0;2;Облачно, без осадков
;2022-02-28 08:00:00;-10.5;68;759;2;301;С-3;0;2;Облачно, без осадков
;2022-02-28 11:00:00;-5.2;62;759;2;283;З;0;3;Переменная облачность, без осадков
;2022-02-28 14:00:00;-2.6;57;758;2;264;З;0;0;Переменная облачность, без осадков
;2022-02-28 17:00:00;-0.3;52;758;2;249;З;0;0;Переменная облачность, без осадков
;2022-02-28 20:00:00;-0.2;56;757;3;257;З;0;0;Малооблачно, без осадков
;2022-02-28 23:00:00;-4.2;61;757;3;262;З;0;0;Малооблачно, без осадков
;2022-03-01 02:00:00;-5.9;65;756;4;265;З;0;0;Малооблачно, без осадков
;2022-03-01 05:00:00;-7.6;70;755;4;268;З;0;0;Малооблачно, без осадков
;2022-03-01 08:00:00;-8.8;67;755;4;271;З;0;0;Малооблачно, без осадков
;2022-03-01 11:00:00;-5.3;65;755;4;275;З;0;0;Малооблачно, без осадков
;2022-03-01 14:00:00;-0.6;63;756;4;278;З;0;0;Малооблачно, без осадков
;2022-03-01 17:00:00;-0.8;60;756;4;281;З;0;0;Малооблачно, без осадков
;2022-03-01 20:00:00;-2.9;64;756;4;281;З;0;0;Малооблачно, без осадков
;2022-03-01 23:00:00;-5.1;69;756;4;281;З;0;0;Малооблачно, без осадков
;2022-03-02 02:00:00;-7.3;73;756;3;280;З;0;0;Малооблачно, без осадков
;2022-03-02 05:00:00;-9.6;77;757;3;280;З;0;0;Малооблачно, без осадков
;2022-03-02 08:00:00;-10.8;71;757;3;271;З;0;0;Переменная облачность, без осадков
;2022-03-02 11:00:00;-5.7;65;757;3;262;З;0;0;Переменная облачность, без осадков
;2022-03-02 14:00:00;-2.7;59;756;3;252;З;0;0;Переменная облачность, без осадков
2022-02-27 19:54:17;2022-02-27 14:00:00;1.6;63;755;2;257;З;-;-;-
;2022-02-27 17:00:00;1.4;59;755;2;270;З;0.9;99;Облачно, небольшой дождь
;2022-02-27 20:00:00;0.1;64;756;2;281;З;0;45;Переменная облачность, без осадков
;2022-02-27 23:00:00;-0.7;69;756;2;293;С-3;0.8;99;Облачно, небольшие осадки
;2022-02-28 02:00:00;-3.9;74;757;2;304;С-3;0.3;93;Облачно, небольшие осадки
;2022-02-28 05:00:00;-6.3;79;758;2;315;С-3;0;38;Переменная облачность, без осадков
;2022-02-28 08:00:00;-7.3;72;757;2;294;С-3;0;5;Переменная облачность, без осадков
;2022-02-28 11:00:00;-4.2;65;757;2;274;З;0;27;Переменная облачность, без осадков
;2022-02-28 14:00:00;-0.5;58;757;3;259;З;0;5;Переменная облачность, без осадков
;2022-02-28 17:00:00;0.0;51;756;3;248;З;0;5;Переменная облачность, без осадков
;2022-02-28 20:00:00;-2.5;56;755;3;257;З;0;5;Малооблачно, без осадков
;2022-02-28 23:00:00;-3.9;60;755;4;264;З;0;5;Малооблачно, без осадков
;2022-03-01 02:00:00;-6.2;65;754;4;269;З;0;5;Переменная облачность, без осадков
;2022-03-01 05:00:00;-6.3;70;753;5;273;З;0;27;Переменная облачность, без осадков
;2022-03-01 08:00:00;-6.8;63;753;5;277;З;0;9;Переменная облачность, без осадков
;2022-03-01 11:00:00;-4.5;57;753;5;281;З;0;9;Переменная облачность, без осадков
;2022-03-01 14:00:00;-1.3;51;753;4;285;З;0;9;Переменная облачность, без осадков
;2022-03-01 17:00:00;-0.7;45;753;4;290;З;0;26;Переменная облачность, без осадков
;2022-03-01 20:00:00;-3.0;51;754;4;288;З;0;20;Переменная облачность, без осадков
;2022-03-01 23:00:00;-4.9;58;754;4;286;З;0;9;Переменная облачность, без осадков
;2022-03-02 02:00:00;-7.9;64;755;3;283;З;0;9;Малооблачно, без осадков
;2022-03-02 05:00:00;-9.1;70;756;3;280;З;0;9;Малооблачно, без осадков
;2022-03-02 08:00:00;-8.5;66;755;3;269;З;0;13;Малооблачно, без осадков
;2022-03-02 11:00:00;-4.9;62;755;3;259;З;0;13;Малооблачно, без осадков
;2022-03-02 14:00:00;0.0;58;755;4;251;З;0;13;Переменная облачность, без осадков
;2022-03-02 17:00:00;0.3;53;754;4;244;Ю-3;0;13;Переменная облачность, без осадков
;2022-03-02 20:00:00;-2.6;59;754;4;246;Ю-3;0;13;Облачно, без осадков
;2022-03-02 23:00:00;-4.3;64;753;4;249;З;0;13;Переменная облачность, без осадков
;2022-03-03 02:00:00;-5.8;70;753;4;251;З;0;13;Переменная облачность, без осадков
2022-02-28 05:48:00;2022-02-27 23:00:00;-0.5;69;757;2;293;С-3;-;-;-
;2022-02-28 02:00:00;-3.2;74;757;2;304;С-3;0.2;93;Облачно, небольшой дождь
;2022-02-28 05:00:00;-6.1;79;758;2;315;С-3;0;38;Переменная облачность, без осадков
;2022-02-28 08:00:00;-8.6;72;757;2;294;С-3;0;4;Переменная облачность, без осадков
;2022-02-28 11:00:00;-3.9;65;757;2;274;З;0;27;Переменная облачность, без осадков
;2022-02-28 14:00:00;-1.9;58;757;3;259;З;0;5;Переменная облачность, без осадков
;2022-02-28 17:00:00;0.0;51;756;3;248;З;0;0;Переменная облачность, без осадков
;2022-02-28 20:00:00;0.3;56;755;3;257;З;0;0;Малооблачно, без осадков
;2022-02-28 23:00:00;-4.6;60;755;4;264;З;0;0;Малооблачно, без осадков
;2022-03-01 02:00:00;-5.3;65;754;4;269;З;0;0;Переменная облачность, без осадков
;2022-03-01 05:00:00;-5.9;70;753;5;273;З;0;27;Переменная облачность, без осадков
;2022-03-01 08:00:00;-7.5;63;753;5;277;З;0;5;Переменная облачность, без осадков
;2022-03-01 11:00:00;-4.4;57;753;5;281;З;0;0;Переменная облачность, без осадков
;2022-03-01 14:00:00;-2.4;51;753;4;285;З;0;0;Переменная облачность, без осадков
;2022-03-01 17:00:00;-0.6;45;753;4;290;З;0;26;Переменная облачность, без осадков
;2022-03-01 20:00:00;-0.6;51;754;4;288;З;0;20;Переменная облачность, без осадков
;2022-03-01 23:00:00;-5.1;58;754;4;286;З;0;0;Переменная облачность, без осадков
;2022-03-02 02:00:00;-6.7;64;755;3;283;З;0;0;Малооблачно, без осадков
;2022-03-02 05:00:00;-8.3;70;756;3;280;З;0;1;Малооблачно, без осадков
;2022-03-02 08:00:00;-9.1;66;755;3;269;З;0;1;Малооблачно, без осадков
;2022-03-02 11:00:00;-5.3;62;755;3;259;З;0;0;Малооблачно, без осадков
;2022-03-02 14:00:00;-2.2;58;755;4;251;З;0;0;Переменная облачность, без осадков
;2022-03-02 17:00:00;0.9;53;754;4;244;Ю-3;0;0;Переменная облачность, без осадков
;2022-03-02 20:00:00;1.5;59;754;4;246;Ю-3;0;0;Облачно, без осадков
;2022-03-02 23:00:00;-4.4;64;753;4;249;З;0;0;Переменная облачность, без осадков
;2022-03-03 02:00:00;-5.7;70;753;4;251;З;0;0;Переменная облачность, без осадков
;2022-03-03 05:00:00;-6.9;75;753;4;253;З;0;0;Переменная облачность, без осадков
;2022-03-03 08:00:00;-8.3;70;752;4;250;З;0;0;Переменная облачность, без осадков
;2022-03-03 11:00:00;-4.3;64;752;4;247;Ю-3;0;0;Переменная облачность, без осадков
;2022-03-03 14:00:00;-1.2;59;751;3;244;Ю-3;0;0;Переменная облачность, без осадков
