Request time;Time;Temperature, deg. C;Humidity, pct;Pressure, mmHg;Wind speed, m/s;Wind direction, deg;Wind direction;Precipitation, mm;Probability of precipitation, pct;Conditions
;2022-05-26 02:00:00;12.5;71;739;2;115;Ю-В;0;19;Облачно, без осадков
2022-05-23 05:29:14;2022-05-22 23:00:00;3.2;62;735;3;242;Ю-3;-;-;-
;2022-05-23 02:00:00;1.9;69;736;3;227;Ю-3;0;48;Переменная облачность, без осадков
;2022-05-23 05:00:00;0.7;77;736;3;212;Ю-3;0;9;Переменная облачность, без осадков
;2022-05-23 08:00:00;1.2;69;736;3;202;Ю;0;0;Переменная облачность, без осадков
;2022-05-23 11:00:00;10.5;61;736;3;192;Ю;0;0;Переменная облачность, без осадков
;2022-05-23 14:00:00;12.6;52;736;3;181;Ю;0;7;Облачно, без осадков
;2022-05-23 17:00:00;10.1;44;736;3;171;Ю;0;45;Переменная облачность, без осадков
;2022-05-23 20:00:00;8.4;53;737;3;170;Ю;1.8;73;Облачно, дождь
;2022-05-23 23:00:00;6.8;61;738;2;169;Ю;2.3;99;Облачно, дождь
;2022-05-24 02:00:00;4.6;70;738;2;167;Ю;0.4;99;Облачно, небольшой дождь
;2022-05-24 05:00:00;6.2;78;739;1;162;Ю;0.4;95;Облачно, небольшой дождь
;2022-05-24 08:00:00;9.6;69;740;1;152;Ю-В;0.2;99;Облачно, небольшой дождь
;2022-05-24 11:00:00;13.1;60;741;1;141;Ю-В;0;46;Переменная облачность, без осадков
;2022-05-24 14:00:00;17.1;51;742;1;129;Ю-В;0;58;Переменная облачность, без осадков
;2022-05-24 17:00:00;16.4;42;743;1;119;Ю-В;0;89;Переменная облачность, без осадков
;2022-05-24 20:00:00;14.1;51;743;1;108;В;0.1;56;Переменная облачность, небольшой дождь
;2022-05-24 23:00:00;11.7;60;744;2;101;В;1.4;77;Облачно, небольшой дождь
;2022-05-25 02:00:00;9.1;69;744;2;96;В;0;98;Переменная облачность, без осадков
;2022-05-25 05:00:00;9.8;78;744;2;92;В;0.3;61;Переменная облачность, небольшой дождь
;2022-05-25 08:00:00;14.5;68;744;2;99;В;1.4;99;Облачно, небольшой дождь
;2022-05-25 11:00:00;19.2;57;744;3;104;В;0.3;95;Облачно, небольшой дождь
;2022-05-25 14:00:00;24.2;47;744;3;108;В;0;43;Переменная облачность, без осадков
;2022-05-25 17:00:00;22.2;37;744;3;112;В;0;5;Облачно, без осадков
;2022-05-25 20:00:00;18.5;48;742;3;113;Ю-В;0;0;Облачно, без осадков
;2022-05-25 23:00:00;15.3;59;740;3;114;Ю-В;0;0;Облачно, без осадков
;2022-05-26 02:00:00;12.9;71;739;2;115;Ю-В;0;19;Облачно, без осадков
;2022-05-26 05:00:00;10.5;82;738;2;116;Ю-В;0;5;Облачно, без осадков
;2022-05-26 08:00:00;10.0;73;737;1;117;Ю-В;0;34;Переменная облачность, без осадков
;2022-05-26 11:00:00;20.0;63;737;0;205;Штиль;0;36;Переменная облачность, без осадков
;2022-05-26 14:00:00;20.8;54;737;1;293;С-3;1.0;65;Переменная облачность, небольшой дождь
2022-05-23 17:25:06;2022-05-23 14:00:00;12.9;57;737;4;190;Ю;-;-;-
;2022-05-23 17:00:00;12.2;50;737;4;183;Ю;0;45;Переменная облачность, без осадков
;2022-05-23 20:00:00;10.9;58;738;3;177;Ю;0.1;55;Переменная облачность, небольшой дождь
;2022-05-23 23:00:00;6.7;65;739;3;169;Ю;0.7;95;Облачно, небольшой дождь
;2022-05-24 02:00:00;6.1;72;739;2;158;Ю;0.3;99;Облачно, небольшой дождь
;2022-05-24 05:00:00;6.3;80;740;2;141;Ю-В;0;45;Переменная облачность, без осадков
;2022-05-24 08:00:00;9.9;70;741;2;156;Ю-В;0;45;Переменная облачность, без осадков
;2022-05-24 11:00:00;13.1;60;741;2;174;Ю;0;43;Переменная облачность, без осадков
;2022-05-24 14:00:00;15.7;50;742;2;192;Ю;0;45;Переменная облачность, без осадков
;2022-05-24 17:00:00;16.5;40;743;2;207;Ю-3;0;45;Переменная облачность, без осадков
;2022-05-24 20:00:00;15.8;49;743;1;177;Ю;0;45;Переменная облачность, без осадков
;2022-05-24 23:00:00;11.7;59;742;1;128;Ю-В;0.9;65;Переменная облачность, небольшой дождь
;2022-05-25 02:00:00;10.9;68;742;2;99;В;0.9;95;Облачно, небольшой дождь
;2022-05-25 05:00:00;10.6;77;742;3;87;В;0.5;95;Облачно, небольшой дождь
;2022-05-25 08:00:00;15.1;67;742;3;99;В;0;9;Облачно, без осадков
;2022-05-25 11:00:00;19.3;57;742;3;110;В;0;45;Переменная облачность, без осадков
;2022-05-25 14:00:00;23.4;47;742;4;119;Ю-В;0;9;Облачно, без осадков
;2022-05-25 17:00:00;23.2;37;742;4;127;Ю-В;0;9;Облачно, без осадков
;2022-05-25 20:00:00;22.0;48;742;4;130;Ю-В;0;9;Облачно, без осадков
;2022-05-25 23:00:00;16.9;59;740;4;134;Ю-В;0;9;Облачно, без осадков
;2022-05-26 02:00:00;14.0;70;739;3;139;Ю-В;0;9;Облачно, без осадков
;2022-05-26 05:00:00;12.3;81;739;3;144;Ю-В;0;9;Облачно, без осадков
;2022-05-26 08:00:00;15.1;72;738;2;156;Ю-В;0;45;Переменная облачность, без осадков
;2022-05-26 11:00:00;17.2;64;738;1;185;Ю;0;13;Облачно, без осадков
;2022-05-26 14:00:00;18.0;55;739;1;238;Ю-3;0.2;55;Переменная облачность, небольшой дождь
;2022-05-26 17:00:00;17.0;47;738;2;268;З;0.7;84;Облачно, небольшой дождь
;2022-05-26 20:00:00;15.1;56;738;3;267;З;0.2;76;Облачно, небольшой дождь
;2022-05-26 23:00:00;10.0;65;740;4;267;З;0;45;Переменная облачность, без осадков
;2022-05-27 02:00:00;7.8;74;741;4;266;З;0;45;Переменная облачность, без осадков
2022-05-24 05:44:54;2022-05-23 23:00:00;6.7;65;739;3;169;Ю;-;-;-
;2022-05-24 02:00:00;3.8;72;739;2;158;Ю;0.2;99;Облачно, небольшой дождь
;2022-05-24 05:00:00;6.3;80;740;2;141;Ю-В;0;90;Переменная облачность, без осадков
;2022-05-24 08:00:00;9.5;70;741;2;156;Ю-В;0;99;Переменная облачность, без осадков
;2022-05-24 11:00:00;12.6;60;741;2;174;Ю;0;43;Переменная облачность, без осадков
;2022-05-24 14:00:00;14.8;50;742;2;192;Ю;0;64;Переменная облачность, без осадков
;2022-05-24 17:00:00;16.3;40;743;2;207;Ю-3;0;99;Переменная облачность, без осадков
;2022-05-24 20:00:00;17.6;49;743;1;177;Ю;0;99;Переменная облачность, без осадков
;2022-05-24 23:00:00;11.9;59;742;1;128;Ю-В;0.6;65;Переменная облачность, небольшой дождь
;2022-05-25 02:00:00;8.4;68;742;2;99;В;1.0;99;Облачно, небольшой дождь
;2022-05-25 05:00:00;10.5;77;742;3;87;В;0.3;99;Облачно, небольшой дождь
;2022-05-25 08:00:00;15.0;67;742;3;99;В;0.1;98;Облачно, небольшой дождь
;2022-05-25 11:00:00;19.6;57;742;3;110;В;0;46;Переменная облачность, без осадков
;2022-05-25 14:00:00;24.6;47;742;4;119;Ю-В;0;2;Облачно, без осадков
;2022-05-25 17:00:00;23.7;37;742;4;127;Ю-В;0;2;Облачно, без осадков
;2022-05-25 20:00:00;20.2;48;742;4;130;Ю-В;0;1;Облачно, без осадков
;2022-05-25 23:00:00;17.0;59;740;4;134;Ю-В;0;3;Облачно, без осадков
;2022-05-26 02:00:00;14.4;70;739;3;139;Ю-В;0;3;Облачно, без осадков
;2022-05-26 05:00:00;11.9;81;739;3;144;Ю-В;0;4;Облачно, без осадков
;2022-05-26 08:00:00;10.6;72;738;2;156;Ю-В;0;45;Переменная облачность, без осадков
;2022-05-26 11:00:00;17.6;64;739;1;185;Ю;0;7;Облачно, без осадков
;2022-05-26 14:00:00;19.5;55;739;1;238;Ю-3;0.3;55;Переменная облачность, небольшой дождь
;2022-05-26 17:00:00;15.6;47;737;2;268;З;0.5;84;Облачно, небольшой дождь
;2022-05-26 20:00:00;12.7;56;738;3;267;З;0.1;76;Облачно, небольшой дождь
;2022-05-26 23:00:00;10.1;65;740;4;267;З;0;84;Переменная облачность, без осадков
;2022-05-27 02:00:00;8.6;74;741;4;266;З;0;99;Переменная облачность, без осадков
;2022-05-27 05:00:00;7.5;83;742;5;266;З;0;99;Переменная облачность, без осадков
;2022-05-27 08:00:00;6.6;73;742;5;257;З;0;96;Переменная облачность, без осадков
;2022-05-27 11:00:00;14.9;64;743;5;247;Ю-3;0;55;Переменная облачность, без осадков
;2022-05-27 14:00:00;17.5;54;743;5;237;Ю-3;0;16;Переменная облачность, без осадков
2022-05-24 17:25:06;2022-05-24 14:00:00;16.7;43;742;3;181;Ю;-;-;-
;2022-05-24 17:00:00;16.9;31;743;3;186;Ю;0;21;Облачно, без осадков
;2022-05-24 20:00:00;16.1;42;743;3;170;Ю;0.4;55;Переменная облачность, небольшой дождь
;2022-05-24 23:00:00;12.0;53;743;2;150;Ю-В;0.6;73;Облачно, небольшой дождь
;2022-05-25 02:00:00;11.2;64;743;3;129;Ю-В;0;4;Облачно, без осадков
;2022-05-25 05:00:00;10.7;75;743;3;113;Ю-В;2.6;99;Облачно, дождь
;2022-05-25 08:00:00;15.1;65;742;3;119;Ю-В;0.9;95;Облачно, небольшой дождь
;2022-05-25 11:00:00;19.6;56;743;3;124;Ю-В;0;45;Переменная облачность, без осадков
;2022-05-25 14:00:00;23.3;46;742;4;129;Ю-В;0;18;Облачно, без осадков
;2022-05-25 17:00:00;23.7;37;742;4;133;Ю-В;0;5;Облачно, без осадков
;2022-05-25 20:00:00;22.0;48;742;4;148;Ю-В;0;5;Облачно, без осадков
;2022-05-25 23:00:00;16.6;59;742;3;166;Ю;0.2;62;Переменная облачность, небольшой дождь
;2022-05-26 02:00:00;14.2;70;742;4;183;Ю;0.2;87;Облачно, небольшой дождь
;2022-05-26 05:00:00;10.6;81;742;4;198;Ю;0;45;Переменная облачность, без осадков
;2022-05-26 08:00:00;12.9;74;743;3;211;Ю-3;0;9;Облачно, без осадков
;2022-05-26 11:00:00;15.9;66;744;3;230;Ю-3;5.7;59;Переменная облачность, дождь
;2022-05-26 14:00:00;17.0;58;744;3;254;З;6.6;91;Облачно, дождь
;2022-05-26 17:00:00;15.7;50;745;3;276;З;2.1;91;Облачно, дождь
;2022-05-26 20:00:00;14.5;58;744;3;277;З;2.4;91;Облачно, дождь
;2022-05-26 23:00:00;9.7;66;744;3;278;З;0;45;Переменная облачность, без осадков
;2022-05-27 02:00:00;7.5;74;744;3;278;З;0.2;63;Переменная облачность, небольшой дождь
;2022-05-27 05:00:00;5.6;83;744;3;279;З;0.2;75;Облачно, небольшой дождь
;2022-05-27 08:00:00;10.3;73;744;3;269;З;0;45;Переменная облачность, без осадков
;2022-05-27 11:00:00;14.2;64;744;3;260;З;0;15;Облачно, без осадков
;2022-05-27 14:00:00;15.6;54;744;4;252;З;0;13;Облачно, без осадков
;2022-05-27 17:00:00;15.1;45;744;4;245;Ю-3;0;13;Переменная облачность, без осадков
;2022-05-27 20:00:00;14.2;53;745;3;232;Ю-3;0;13;Переменная облачность, без осадков
;2022-05-27 23:00:00;9.2;62;745;3;212;Ю-3;0;13;Переменная облачность, без осадков
;2022-05-28 02:00:00;7.6;70;745;3;188;Ю;0;13;Переменная облачность, без осадков
2022-05-25 05:30:21;2022-05-24 23:00:00;12.1;53;743;2;150;Ю-В;-;-;-
;2022-05-25 02:00:00;9.7;64;743;3;129;Ю-В;0.9;96;Облачно, небольшой дождь
;2022-05-25 05:00:00;10.9;75;743;3;113;Ю-В;2.1;99;Облачно, дождь
;2022-05-25 08:00:00;15.1;65;742;3;119;Ю-В;0.6;99;Облачно, небольшой дождь
;2022-05-25 11:00:00;19.5;56;743;3;124;Ю-В;0;50;Переменная облачность, без осадков
;2022-05-25 14:00:00;24.2;46;742;4;129;Ю-В;0;18;Облачно, без осадков
;2022-05-25 17:00:00;23.8;37;742;4;133;Ю-В;0;0;Облачно, без осадков
;2022-05-25 20:00:00;20.1;48;742;4;148;Ю-В;0;0;Облачно, без осадков
;2022-05-25 23:00:00;16.3;59;742;3;166;Ю;0.2;62;Переменная облачность, небольшой дождь
;2022-05-26 02:00:00;12.9;70;742;4;183;Ю;0.3;87;Облачно, небольшой дождь
;2022-05-26 05:00:00;10.0;81;743;4;198;Ю;0;47;Переменная облачность, без осадков
;2022-05-26 08:00:00;11.0;74;743;3;211;Ю-3;0;9;Облачно, без осадков
;2022-05-26 11:00:00;14.9;66;744;3;230;Ю-3;6.5;59;Переменная облачность, дождь
;2022-05-26 14:00:00;17.9;58;744;3;254;З;8.7;99;Облачно, дождь
;2022-05-26 17:00:00;15.5;50;745;3;276;З;2.4;99;Облачно, дождь
;2022-05-26 20:00:00;12.5;58;744;3;277;З;2.8;99;Облачно, дождь
;2022-05-26 23:00:00;9.9;66;744;3;278;З;0;46;Переменная облачность, без осадков
;2022-05-27 02:00:00;8.2;74;744;3;278;З;0.2;63;Переменная облачность, небольшой дождь
;2022-05-27 05:00:00;6.5;83;744;3;279;З;0.2;75;Облачно, небольшой дождь
;2022-05-27 08:00:00;6.2;73;744;3;269;З;0;46;Переменная облачность, без осадков
;2022-05-27 11:00:00;14.9;64;744;3;260;З;0;15;Облачно, без осадков
;2022-05-27 14:00:00;18.3;54;744;4;252;З;0;0;Облачно, без осадков
;2022-05-27 17:00:00;15.6;45;744;4;245;Ю-3;0;4;Переменная облачность, без осадков
;2022-05-27 20:00:00;12.2;53;745;3;232;Ю-3;0;6;Переменная облачность, без осадков
;2022-05-27 23:00:00;8.9;62;745;3;212;Ю-3;0;2;Переменная облачность, без осадков
;2022-05-28 02:00:00;6.0;70;745;3;188;Ю;0;2;Переменная облачность, без осадков
;2022-05-28 05:00:00;6.6;79;746;3;166;Ю;0;0;Облачно, без осадков
;2022-05-28 08:00:00;12.3;68;746;3;173;Ю;0;1;Облачно, без осадков
;2022-05-28 11:00:00;18.2;58;745;3;181;Ю;0;3;Облачно, без осадков
;2022-05-28 14:00:00;19.8;48;745;3;189;Ю;0;4;Переменная облачность, без осадков
2022-05-25 17:25:07;2022-05-25 14:00:00;24.0;46;742;4;144;Ю-В;-;-;-
;2022-05-25 17:00:00;24.0;36;741;4;151;Ю-В;0;1;Облачно, без осадков
;2022-05-25 20:00:00;21.2;47;742;3;160;Ю;0;5;Облачно, без осадков
;2022-05-25 23:00:00;14.3;57;741;3;173;Ю;0.1;55;Переменная облачность, небольшой дождь
;2022-05-26 02:00:00;11.3;67;742;2;195;Ю;0.7;88;Облачно, небольшой дождь
;2022-05-26 05:00:00;9.0;78;743;2;223;Ю-3;0.1;98;Облачно, небольшой дождь
;2022-05-26 08:00:00;13.1;72;743;2;242;Ю-3;0;45;Переменная облачность, без осадков
;2022-05-26 11:00:00;17.4;67;743;2;258;З;0;45;Переменная облачность, без осадков
;2022-05-26 14:00:00;18.6;62;744;3;271;З;0;45;Переменная облачность, без осадков
;2022-05-26 17:00:00;16.3;57;744;3;281;З;0;33;Переменная облачность, без осадков
;2022-05-26 20:00:00;14.6;63;744;3;292;З;0;45;Переменная облачность, без осадков
;2022-05-26 23:00:00;10.3;69;744;3;301;С-3;0;45;Переменная облачность, без осадков
;2022-05-27 02:00:00;8.4;75;744;4;309;С-3;0;45;Переменная облачность, без осадков
;2022-05-27 05:00:00;7.0;81;744;4;316;С-3;0;43;Переменная облачность, без осадков
;2022-05-27 08:00:00;10.4;72;744;4;313;С-3;0;42;Переменная облачность, без осадков
;2022-05-27 11:00:00;14.6;64;744;4;310;С-3;0;20;Облачно, без осадков
;2022-05-27 14:00:00;17.1;55;744;4;306;С-3;0;9;Переменная облачность, без осадков
;2022-05-27 17:00:00;16.9;47;744;4;303;С-3;0;9;Переменная облачность, без осадков
;2022-05-27 20:00:00;15.3;55;745;3;298;С-3;0;9;Малооблачно, без осадков
;2022-05-27 23:00:00;8.7;63;745;3;292;З;0;9;Переменная облачность, без осадков
;2022-05-28 02:00:00;6.6;70;745;2;283;З;0;9;Переменная облачность, без осадков
;2022-05-28 05:00:00;5.6;78;746;2;270;З;0;9;Переменная облачность, без осадков
;2022-05-28 08:00:00;12.5;69;746;2;261;З;0;13;Облачно, без осадков
;2022-05-28 11:00:00;17.7;59;746;2;251;З;0;13;Облачно, без осадков
;2022-05-28 14:00:00;19.5;49;746;2;241;Ю-3;0;13;Облачно, без осадков
;2022-05-28 17:00:00;18.8;39;746;2;231;Ю-3;0;22;Переменная облачность, без осадков
;2022-05-28 20:00:00;16.7;49;747;2;228;Ю-3;0;40;Переменная облачность, без осадков
;2022-05-28 23:00:00;11.4;60;747;3;226;Ю-3;0;29;Переменная облачность, без осадков
;2022-05-29 02:00:00;9.4;70;748;3;224;Ю-3;0;17;Переменная облачность, без осадков
2022-05-26 05:23:39;2022-05-25 23:00:00;14.6;57;741;3;173;Ю;-;-;-
;2022-05-26 02:00:00;11.6;67;742;2;195;Ю;0.6;88;Облачно, небольшой дождь
;2022-05-26 05:00:00;9.0;78;743;2;223;Ю-3;0.2;98;Облачно, небольшой дождь
;2022-05-26 08:00:00;9.3;72;743;2;242;Ю-3;0;45;Переменная облачность, без осадков
;2022-05-26 11:00:00;17.4;67;743;2;258;З;0;45;Переменная облачность, без осадков
;2022-05-26 14:00:00;18.4;62;744;3;271;З;0;45;Переменная облачность, без осадков
;2022-05-26 17:00:00;15.9;57;744;3;281;З;0;33;Переменная облачность, без осадков
;2022-05-26 20:00:00;13.3;63;744;3;292;З;0;55;Переменная облачность, без осадков
;2022-05-26 23:00:00;10.7;69;744;3;301;С-3;0;69;Переменная облачность, без осадков
;2022-05-27 02:00:00;8.8;75;744;4;309;С-3;0;45;Переменная облачность, без осадков
;2022-05-27 05:00:00;7.3;81;744;4;316;С-3;0;43;Переменная облачность, без осадков
;2022-05-27 08:00:00;7.6;72;744;4;313;С-3;0;42;Переменная облачность, без осадков
;2022-05-27 11:00:00;15.0;64;744;4;310;С-3;0;20;Облачно, без осадков
;2022-05-27 14:00:00;18.5;55;744;4;306;С-3;0;0;Переменная облачность, без осадков
;2022-05-27 17:00:00;17.6;47;744;4;303;С-3;0;0;Переменная облачность, без осадков
;2022-05-27 20:00:00;13.3;55;745;3;298;С-3;0;0;Малооблачно, без осадков
;2022-05-27 23:00:00;9.1;63;745;3;292;З;0;0;Переменная облачность, без осадков
;2022-05-28 02:00:00;6.0;70;745;2;283;З;0;0;Переменная облачность, без осадков
;2022-05-28 05:00:00;5.7;78;746;2;270;З;0;0;Переменная облачность, без осадков
;2022-05-28 08:00:00;11.8;69;746;2;261;З;0;0;Облачно, без осадков
;2022-05-28 11:00:00;18.4;59;746;2;251;З;0;0;Облачно, без осадков
;2022-05-28 14:00:00;22.0;49;747;2;241;Ю-3;0;0;Облачно, без осадков
;2022-05-28 17:00:00;19.2;39;746;2;231;Ю-3;0;22;Переменная облачность, без осадков
;2022-05-28 20:00:00;15.2;49;747;2;228;Ю-3;0;40;Переменная облачность, без осадков
;2022-05-28 23:00:00;11.3;60;747;3;226;Ю-3;0;29;Переменная облачность, без осадков
;2022-05-29 02:00:00;8.1;70;748;3;224;Ю-3;0;17;Переменная облачность, без осадков
;2022-05-29 05:00:00;8.5;81;749;3;222;Ю-3;0;0;Переменная облачность, без осадков
;2022-05-29 08:00:00;13.0;71;749;4;226;Ю-3;0;0;Переменная облачность, без осадков
;2022-05-29 11:00:00;17.5;62;750;4;228;Ю-3;0;0;Переменная облачность, без осадков
;2022-05-29 14:00:00;22.0;52;751;5;230;Ю-3;0;0;Облачно, без осадков
2022-05-26 05:25:06;2022-05-25 23:00:00;14.6;57;741;3;173;Ю;-;-;-
;2022-05-26 02:00:00;11.6;67;742;2;195;Ю;0.6;88;Облачно, небольшой дождь
;2022-05-26 05:00:00;9.0;78;743;2;223;Ю-3;0.2;98;Облачно, небольшой дождь
;2022-05-26 08:00:00;9.3;72;743;2;242;Ю-3;0;45;Переменная облачность, без осадков
;2022-05-26 11:00:00;17.4;67;743;2;258;З;0;45;Переменная облачность, без осадков
;2022-05-26 14:00:00;18.4;62;744;3;271;З;0;45;Переменная облачность, без осадков
;2022-05-26 17:00:00;15.9;57;744;3;281;З;0;33;Переменная облачность, без осадков
;2022-05-26 20:00:00;13.3;63;744;3;292;З;0;55;Переменная облачность, без осадков
;2022-05-26 23:00:00;10.7;69;744;3;301;С-3;0;69;Переменная облачность, без осадков
;2022-05-27 02:00:00;8.8;75;744;4;309;С-3;0;45;Переменная облачность, без осадков
;2022-05-27 05:00:00;7.3;81;744;4;316;С-3;0;43;Переменная облачность, без осадков
;2022-05-27 08:00:00;7.6;72;744;4;313;С-3;0;42;Переменная облачность, без осадков
;2022-05-27 11:00:00;15.0;64;744;4;310;С-3;0;20;Облачно, без осадков
;2022-05-27 14:00:00;18.5;55;744;4;306;С-3;0;0;Переменная облачность, без осадков
;2022-05-27 17:00:00;17.6;47;744;4;303;С-3;0;0;Переменная облачность, без осадков
;2022-05-27 20:00:00;13.3;55;745;3;298;С-3;0;0;Малооблачно, без осадков
;2022-05-27 23:00:00;9.1;63;745;3;292;З;0;0;Переменная облачность, без осадков
;2022-05-28 02:00:00;6.0;70;745;2;283;З;0;0;Переменная облачность, без осадков
;2022-05-28 05:00:00;5.7;78;746;2;270;З;0;0;Переменная облачность, без осадков
;2022-05-28 08:00:00;11.8;69;746;2;261;З;0;0;Облачно, без осадков
;2022-05-28 11:00:00;18.4;59;746;2;251;З;0;0;Облачно, без осадков
;2022-05-28 14:00:00;22.0;49;747;2;241;Ю-3;0;0;Облачно, без осадков
;2022-05-28 17:00:00;19.2;39;746;2;231;Ю-3;0;22;Переменная облачность, без осадков
;2022-05-28 20:00:00;15.2;49;747;2;228;Ю-3;0;40;Переменная облачность, без осадков
;2022-05-28 23:00:00;11.3;60;747;3;226;Ю-3;0;29;Переменная облачность, без осадков
;2022-05-29 02:00:00;8.1;70;748;3;224;Ю-3;0;17;Переменная облачность, без осадков
;2022-05-29 05:00:00;8.5;81;749;3;222;Ю-3;0;0;Переменная облачность, без осадков
;2022-05-29 08:00:00;13.0;71;749;4;226;Ю-3;0;0;Переменная облачность, без осадков
;2022-05-29 11:00:00;17.5;62;750;4;228;Ю-3;0;0;Переменная облачность, без осадков
;2022-05-29 14:00:00;22.0;52;751;5;230;Ю-3;0;0;Облачно, без осадков
2022-05-26 17:25:07;2022-05-26 14:00:00;19.1;66;744;3;272;З;-;-;-
;2022-05-26 17:00:00;17.1;62;744;3;280;З;0;1;Переменная облачность, без осадков
;2022-05-26 20:00:00;15.0;67;744;3;291;З;0;1;Облачно, без осадков
;2022-05-26 23:00:00;10.7;72;744;3;301;С-3;0;18;Облачно, без осадков
;2022-05-27 02:00:00;7.8;77;744;4;309;С-3;0;17;Облачно, без осадков
;2022-05-27 05:00:00;6.5;82;743;4;316;С-3;2.5;58;Переменная облачность, дождь
;2022-05-27 08:00:00;10.0;74;743;4;312;С-3;4.3;95;Облачно, дождь
;2022-05-27 11:00:00;15.1;66;743;4;307;С-3;0.4;95;Облачно, небольшой дождь
;2022-05-27 14:00:00;17.6;58;743;4;303;С-3;0;45;Переменная облачность, без осадков
;2022-05-27 17:00:00;17.3;50;743;4;298;С-3;0;11;Переменная облачность, без осадков
;2022-05-27 20:00:00;15.4;57;743;3;294;С-3;0;5;Переменная облачность, без осадков
;2022-05-27 23:00:00;9.0;65;743;2;286;З;0;5;Переменная облачность, без осадков
;2022-05-28 02:00:00;6.8;72;744;1;269;З;0;5;Переменная облачность, без осадков
;2022-05-28 05:00:00;5.7;79;744;1;229;Ю-3;0;5;Переменная облачность, без осадков
;2022-05-28 08:00:00;12.8;67;744;2;221;Ю-3;0;9;Переменная облачность, без осадков
;2022-05-28 11:00:00;19.0;55;743;2;216;Ю-3;0;9;Переменная облачность, без осадков
;2022-05-28 14:00:00;21.4;43;744;3;214;Ю-3;0;41;Переменная облачность, без осадков
;2022-05-28 17:00:00;20.6;31;744;3;212;Ю-3;0;31;Переменная облачность, без осадков
;2022-05-28 20:00:00;18.5;43;744;3;212;Ю-3;0.2;56;Переменная облачность, небольшой дождь
;2022-05-28 23:00:00;13.1;55;744;3;213;Ю-3;0.1;79;Облачно, небольшой дождь
;2022-05-29 02:00:00;10.4;67;744;3;213;Ю-3;0;45;Переменная облачность, без осадков
;2022-05-29 05:00:00;9.3;79;745;3;213;Ю-3;0;9;Переменная облачность, без осадков
;2022-05-29 08:00:00;14.5;69;745;3;223;Ю-3;0;45;Переменная облачность, без осадков
;2022-05-29 11:00:00;18.5;60;746;4;230;Ю-3;0.1;57;Переменная облачность, небольшой дождь
;2022-05-29 14:00:00;21.1;50;747;4;236;Ю-3;0;28;Облачно, без осадков
;2022-05-29 17:00:00;20.6;41;747;5;240;Ю-3;0;13;Облачно, без осадков
;2022-05-29 20:00:00;19.2;51;746;5;242;Ю-3;0;13;Облачно, без осадков
;2022-05-29 23:00:00;14.5;61;746;5;243;Ю-3;0;13;Облачно, без осадков
;2022-05-30 02:00:00;12.7;72;746;4;245;Ю-3;0;26;Облачно, без осадков
2022-05-27 05:25:07;2022-05-26 23:00:00;10.8;72;744;3;301;С-3;-;-;-
;2022-05-27 02:00:00;8.6;77;744;4;309;С-3;0;17;Облачно, без осадков
;2022-05-27 05:00:00;6.5;82;743;4;316;С-3;4.4;58;Переменная облачность, дождь
;2022-05-27 08:00:00;6.6;74;743;4;312;С-3;4.4;99;Облачно, дождь
;2022-05-27 11:00:00;15.0;66;743;4;307;С-3;0.4;95;Облачно, небольшой дождь
;2022-05-27 14:00:00;18.9;58;743;4;303;С-3;0;45;Переменная облачность, без осадков
;2022-05-27 17:00:00;17.6;50;743;4;298;С-3;0;11;Переменная облачность, без осадков
;2022-05-27 20:00:00;13.3;57;743;3;294;С-3;0;0;Переменная облачность, без осадков
;2022-05-27 23:00:00;9.1;65;743;2;286;З;0;0;Переменная облачность, без осадков
;2022-05-28 02:00:00;6.0;72;744;1;269;З;0;0;Переменная облачность, без осадков
;2022-05-28 05:00:00;5.6;79;744;1;229;Ю-3;0;0;Переменная облачность, без осадков
;2022-05-28 08:00:00;12.3;67;744;2;221;Ю-3;0;0;Переменная облачность, без осадков
;2022-05-28 11:00:00;19.7;55;744;2;216;Ю-3;0;0;Переменная облачность, без осадков
;2022-05-28 14:00:00;23.2;43;744;3;214;Ю-3;0;41;Переменная облачность, без осадков
;2022-05-28 17:00:00;21.1;31;744;3;212;Ю-3;0;31;Переменная облачность, без осадков
;2022-05-28 20:00:00;16.9;43;744;3;212;Ю-3;0.1;56;Переменная облачность, небольшой дождь
;2022-05-28 23:00:00;12.8;55;744;3;213;Ю-3;0.2;79;Облачно, небольшой дождь
;2022-05-29 02:00:00;9.0;67;745;3;213;Ю-3;0;50;Переменная облачность, без осадков
;2022-05-29 05:00:00;9.6;79;745;3;213;Ю-3;0;0;Переменная облачность, без осадков
;2022-05-29 08:00:00;14.4;69;745;3;223;Ю-3;0.1;55;Переменная облачность, небольшой дождь
;2022-05-29 11:00:00;19.3;60;746;4;230;Ю-3;0.1;57;Переменная облачность, небольшой дождь
;2022-05-29 14:00:00;23.2;50;747;4;236;Ю-3;0;28;Облачно, без осадков
;2022-05-29 17:00:00;20.6;41;747;5;240;Ю-3;0;13;Облачно, без осадков
;2022-05-29 20:00:00;17.3;51;746;5;242;Ю-3;0;6;Облачно, без осадков
;2022-05-29 23:00:00;14.4;61;746;5;243;Ю-3;0;5;Облачно, без осадков
;2022-05-30 02:00:00;12.6;72;746;4;245;Ю-3;0;26;Облачно, без осадков
;2022-05-30 05:00:00;11.3;82;746;4;247;Ю-3;0.5;55;Переменная облачность, небольшой дождь
