Request time;Time;Min temperature, deg. C;Max temperature, deg. C;Feels like, deg. C;Humidity, pct;Pressure, mmHg;Wind speed, m/s;Wind direction;Conditions;UV index;Magnetic field
;2022-06-11 09:00:00;+15;+17;+15;76;740;2,6;СЗ;Дождь;-;-
;2022-06-11 15:00:00;+18;+19;+18;67;739;2,2;С;Небольшой дождь;-;-
;2022-06-11 21:00:00;+14;+17;+16;80;739;1,1;СЗ;Облачно с прояснениями;-;-
;2022-06-12 03:00:00;+12;+13;+13;91;741;1,0;С;Небольшой дождь;-;-
;2022-06-12 09:00:00;+15;+18;+17;76;742;1,0;СЗ;Небольшой дождь;-;-
;2022-06-12 15:00:00;+19;+20;+20;64;741;1,3;СЗ;Облачно с прояснениями;-;-
;2022-06-12 21:00:00;+14;+17;+16;78;740;0,8;СЗ;Небольшой дождь;-;-
;2022-06-13 03:00:00;+13;+13;+13;88;741;0,8;З;Небольшой дождь;-;-
;2022-06-13 09:00:00;+15;+18;+17;79;741;1,1;СЗ;Небольшой дождь;-;-
;2022-06-13 15:00:00;+20;+21;+21;61;741;1,6;СЗ;Облачно с прояснениями;-;-
;2022-06-13 21:00:00;+14;+19;+17;75;741;0,9;З;Облачно с прояснениями;-;-
;2022-06-14 03:00:00;+12;+13;+13;87;742;1,1;З;Облачно с прояснениями;-;-
;2022-06-14 09:00:00;+16;+21;+19;69;741;1,4;З;Облачно с прояснениями;-;-
;2022-06-14 15:00:00;+21;+22;+22;56;742;1,7;З;Облачно с прояснениями;-;-
;2022-06-14 21:00:00;+15;+19;+16;69;742;1,5;СЗ;Облачно с прояснениями;-;-
;2022-06-15 03:00:00;+12;+14;+12;79;742;1,3;З;Облачно с прояснениями;-;-
2022-06-06 05:25:02;2022-06-06 09:00:00;+10;+15;+11;64;746;2,6;ЮВ;Пасмурно;5, средний;спокойное
;2022-06-06 15:00:00;+16;+18;+17;51;746;2,9;ЮВ;Пасмурно;5, средний;спокойное
;2022-06-06 21:00:00;+13;+18;+13;61;745;2,2;В;Пасмурно;5, средний;спокойное
;2022-06-07 03:00:00;+12;+12;+10;73;744;2,5;В;Небольшой дождь;5, средний;спокойное
;2022-06-07 09:00:00;+12;+12;+9;84;740;4,4;В;Дождь;1, низкий;спокойное
;2022-06-07 15:00:00;+13;+13;+9;91;736;6,2;В;Небольшой дождь;1, низкий;спокойное
;2022-06-07 21:00:00;+13;+14;+9;93;733;6,2;В;Небольшой дождь;1, низкий;спокойное
;2022-06-08 03:00:00;+12;+13;+10;95;733;3,9;ЮВ;Небольшой дождь;1, низкий;спокойное
;2022-06-08 09:00:00;+13;+16;+14;82;734;2,6;ЮЗ;Дождь;2, низкий;спокойное
;2022-06-08 15:00:00;+16;+17;+15;68;737;2,9;ЮЗ;Дождь;2, низкий;спокойное
;2022-06-08 21:00:00;+10;+16;+12;72;739;2,8;Ю;Небольшой дождь;2, низкий;спокойное
;2022-06-09 03:00:00;+9;+9;+8;93;740;1,0;Ю;Облачно с прояснениями;2, низкий;спокойное
;2022-06-09 09:00:00;+13;+15;+13;78;740;1,3;В;Пасмурно;1, низкий;спокойное
;2022-06-09 15:00:00;+16;+17;+17;67;741;0,8;ЮВ;Небольшой дождь;1, низкий;спокойное
;2022-06-09 21:00:00;+11;+14;+12;86;741;1,3;С;Пасмурно;1, низкий;спокойное
;2022-06-10 03:00:00;+11;+11;+10;94;741;1,7;С;Небольшой дождь;1, низкий;спокойное
;2022-06-10 09:00:00;+13;+14;+13;85;740;1,9;С;Небольшой дождь;1, низкий;-
;2022-06-10 15:00:00;+15;+16;+16;83;740;2,0;СЗ;Дождь;1, низкий;-
;2022-06-10 21:00:00;+12;+15;+13;85;740;1,6;СЗ;Небольшой дождь;1, низкий;-
;2022-06-11 03:00:00;+12;+12;+11;92;740;1,4;СЗ;Дождь;1, низкий;-
;2022-06-11 09:00:00;+14;+18;+15;79;739;2,6;СЗ;Небольшой дождь;-;-
;2022-06-11 15:00:00;+18;+19;+18;68;739;2,2;СЗ;Небольшой дождь;-;-
;2022-06-11 21:00:00;+14;+17;+16;77;739;1,4;СЗ;Облачно с прояснениями;-;-
;2022-06-12 03:00:00;+12;+12;+11;90;740;1,7;З;Небольшой дождь;-;-
;2022-06-12 09:00:00;+14;+16;+14;73;741;1,9;СЗ;Пасмурно;-;-
;2022-06-12 15:00:00;+18;+19;+18;59;741;2,0;СЗ;Облачно с прояснениями;-;-
;2022-06-12 21:00:00;+13;+18;+15;67;740;2,0;СЗ;Облачно с прояснениями;-;-
;2022-06-13 03:00:00;+11;+11;+9;81;740;1,9;З;Облачно с прояснениями;-;-
;2022-06-13 09:00:00;+16;+19;+16;61;741;2,5;З;Облачно с прояснениями;-;-
;2022-06-13 15:00:00;+21;+21;+19;50;741;2,4;З;Облачно с прояснениями;-;-
;2022-06-13 21:00:00;+14;+19;+15;66;742;2,5;З;Облачно с прояснениями;-;-
;2022-06-14 03:00:00;+11;+12;+11;81;742;1,6;З;Облачно с прояснениями;-;-
;2022-06-14 09:00:00;+17;+20;+18;63;742;2,2;З;Облачно с прояснениями;-;-
;2022-06-14 15:00:00;+20;+21;+20;57;742;2,2;З;Облачно с прояснениями;-;-
;2022-06-14 21:00:00;+15;+19;+16;75;742;2,3;З;Облачно с прояснениями;-;-
;2022-06-15 03:00:00;+13;+14;+14;87;742;1,3;З;Облачно с прояснениями;-;-
;2022-06-15 09:00:00;+16;+19;+18;71;741;1,8;ЮЗ;Облачно с прояснениями;-;-
;2022-06-15 15:00:00;+20;+20;+19;54;741;1,6;ЮВ;Облачно с прояснениями;-;-
;2022-06-15 21:00:00;+15;+19;+17;63;741;0,7;Ю;Облачно с прояснениями;-;-
;2022-06-16 03:00:00;+12;+13;+12;77;741;0,9;В;Облачно с прояснениями;-;-
2022-06-06 17:25:03;2022-06-06 09:00:00;+10;+15;+11;65;747;2,5;ЮВ;Пасмурно;5, средний;спокойное
;2022-06-06 15:00:00;+16;+18;+17;51;746;3,0;ЮВ;Пасмурно;5, средний;спокойное
;2022-06-06 21:00:00;+13;+18;+14;61;745;2,1;В;Пасмурно;5, средний;спокойное
;2022-06-07 03:00:00;+11;+12;+10;71;744;2,5;В;Пасмурно;5, средний;спокойное
;2022-06-07 09:00:00;+12;+12;+9;78;742;4,2;В;Дождь;1, низкий;спокойное
;2022-06-07 15:00:00;+12;+14;+9;89;737;6,2;В;Дождь;1, низкий;спокойное
;2022-06-07 21:00:00;+13;+14;+9;93;734;5,9;В;Дождь;1, низкий;спокойное
;2022-06-08 03:00:00;+12;+12;+10;95;734;4,0;В;Небольшой дождь;1, низкий;спокойное
;2022-06-08 09:00:00;+13;+17;+13;83;734;3,1;Ю;Облачно с прояснениями;3, средний;спокойное
;2022-06-08 15:00:00;+17;+19;+16;60;734;3,5;Ю;Небольшой дождь;3, средний;спокойное
;2022-06-08 21:00:00;+11;+16;+11;83;738;2,6;ЮВ;Небольшой дождь;3, средний;спокойное
;2022-06-09 03:00:00;+10;+10;+9;95;738;1,2;Ю;Облачно с прояснениями;3, средний;спокойное
;2022-06-09 09:00:00;+11;+16;+13;83;738;1,6;ЮВ;Небольшой дождь;1, низкий;спокойное
;2022-06-09 15:00:00;+16;+17;+16;69;739;1,6;ЮВ;Небольшой дождь;1, низкий;спокойное
;2022-06-09 21:00:00;+12;+15;+14;83;741;0,6;СВ;Пасмурно;1, низкий;спокойное
;2022-06-10 03:00:00;+11;+11;+10;93;740;1,0;С;Небольшой дождь;1, низкий;спокойное
;2022-06-10 09:00:00;+13;+16;+14;83;740;1,8;С;Небольшой дождь;1, низкий;спокойное
;2022-06-10 15:00:00;+15;+16;+15;76;741;2,1;СЗ;Небольшой дождь;1, низкий;спокойное
;2022-06-10 21:00:00;+13;+16;+15;81;740;1,4;СЗ;Облачно с прояснениями;1, низкий;спокойное
;2022-06-11 03:00:00;+11;+12;+11;93;739;1,5;З;Облачно с прояснениями;1, низкий;спокойное
;2022-06-11 09:00:00;+14;+18;+15;74;739;1,9;СЗ;Облачно с прояснениями;-;-
;2022-06-11 15:00:00;+17;+19;+17;69;740;1,9;З;Дождь;-;-
;2022-06-11 21:00:00;+13;+16;+13;79;740;3,0;З;Облачно с прояснениями;-;-
;2022-06-12 03:00:00;+11;+12;+10;78;741;2,9;СЗ;Облачно с прояснениями;-;-
;2022-06-12 09:00:00;+13;+15;+11;67;742;3,3;СЗ;Облачно с прояснениями;-;-
;2022-06-12 15:00:00;+15;+16;+14;60;742;2,9;СЗ;Пасмурно;-;-
;2022-06-12 21:00:00;+10;+14;+10;72;743;2,0;З;Облачно с прояснениями;-;-
;2022-06-13 03:00:00;+9;+9;+7;82;744;1,3;З;Облачно с прояснениями;-;-
;2022-06-13 09:00:00;+12;+15;+13;71;744;1,5;З;Облачно с прояснениями;-;-
;2022-06-13 15:00:00;+17;+17;+16;61;744;1,6;СЗ;Облачно с прояснениями;-;-
;2022-06-13 21:00:00;+13;+16;+15;74;745;0,9;СЗ;Облачно с прояснениями;-;-
;2022-06-14 03:00:00;+10;+10;+8;85;745;1,4;З;Облачно с прояснениями;-;-
;2022-06-14 09:00:00;+15;+19;+16;64;744;1,8;З;Облачно с прояснениями;-;-
;2022-06-14 15:00:00;+21;+21;+19;51;745;2,7;З;Облачно с прояснениями;-;-
;2022-06-14 21:00:00;+15;+20;+17;63;745;2,5;З;Облачно с прояснениями;-;-
;2022-06-15 03:00:00;+12;+13;+12;80;745;1,6;З;Облачно с прояснениями;-;-
;2022-06-15 09:00:00;+17;+20;+18;58;746;1,9;СЗ;Облачно с прояснениями;-;-
;2022-06-15 15:00:00;+23;+23;+22;46;746;1,9;З;Облачно с прояснениями;-;-
;2022-06-15 21:00:00;+16;+21;+19;68;746;1,0;ЮЗ;Облачно с прояснениями;-;-
;2022-06-16 03:00:00;+12;+14;+13;83;745;0,8;З;Облачно с прояснениями;-;-
2022-06-07 05:25:03;2022-06-07 09:00:00;+11;+13;+10;70;741;3,5;В;Дождь;0, низкий;спокойное
;2022-06-07 15:00:00;+12;+13;+9;88;739;6,2;В;Дождь;0, низкий;спокойное
;2022-06-07 21:00:00;+12;+13;+8;94;734;6,5;В;Дождь;0, низкий;спокойное
;2022-06-08 03:00:00;+12;+12;+8;95;732;6,0;В;Небольшой дождь;0, низкий;спокойное
;2022-06-08 09:00:00;+12;+16;+13;90;735;2,7;ЮВ;Дождь;2, низкий;спокойное
;2022-06-08 15:00:00;+16;+17;+16;75;733;2,7;ЮВ;Дождь;2, низкий;спокойное
;2022-06-08 21:00:00;+11;+16;+14;87;735;1,5;В;Небольшой дождь;2, низкий;спокойное
;2022-06-09 03:00:00;+10;+10;+9;98;736;1,6;В;Небольшой дождь;2, низкий;спокойное
;2022-06-09 09:00:00;+11;+15;+12;88;737;1,6;В;Небольшой дождь;1, низкий;спокойное
;2022-06-09 15:00:00;+16;+17;+16;72;738;2,0;В;Небольшой дождь;1, низкий;спокойное
;2022-06-09 21:00:00;+12;+16;+13;85;740;1,5;В;Небольшой дождь;1, низкий;спокойное
;2022-06-10 03:00:00;+11;+12;+11;96;740;1,9;С;Небольшой дождь;1, низкий;спокойное
;2022-06-10 09:00:00;+13;+15;+13;85;740;2,3;СЗ;Небольшой дождь;2, низкий;спокойное
;2022-06-10 15:00:00;+16;+16;+15;81;741;2,6;СЗ;Дождь;2, низкий;спокойное
;2022-06-10 21:00:00;+13;+15;+13;85;740;1,4;З;Облачно с прояснениями;2, низкий;спокойное
;2022-06-11 03:00:00;+12;+12;+11;93;739;1,7;З;Пасмурно;2, низкий;спокойное
;2022-06-11 09:00:00;+15;+18;+18;79;739;2,4;З;Облачно с прояснениями;3, средний;-
;2022-06-11 15:00:00;+19;+19;+18;71;740;3,0;З;Небольшой дождь;3, средний;-
;2022-06-11 21:00:00;+13;+16;+13;81;739;3,7;З;Облачно с прояснениями;3, средний;-
;2022-06-12 03:00:00;+8;+9;+6;80;741;3,5;СЗ;Облачно с прояснениями;3, средний;-
;2022-06-12 09:00:00;+9;+10;+6;67;742;4,3;СЗ;Пасмурно;-;-
;2022-06-12 15:00:00;+11;+11;+7;64;742;4,4;З;Облачно с прояснениями;-;-
;2022-06-12 21:00:00;+8;+10;+5;72;742;3,6;СЗ;Пасмурно;-;-
;2022-06-13 03:00:00;+7;+7;+4;83;743;2,3;СЗ;Пасмурно;-;-
;2022-06-13 09:00:00;+9;+13;+8;67;743;2,9;СЗ;Облачно с прояснениями;-;-
;2022-06-13 15:00:00;+15;+16;+13;52;743;3,0;СЗ;Облачно с прояснениями;-;-
;2022-06-13 21:00:00;+11;+15;+11;68;744;1,8;СЗ;Облачно с прояснениями;-;-
;2022-06-14 03:00:00;+9;+9;+7;85;744;2,0;З;Облачно с прояснениями;-;-
;2022-06-14 09:00:00;+14;+18;+14;66;745;2,3;З;Облачно с прояснениями;-;-
;2022-06-14 15:00:00;+19;+20;+19;61;744;2,6;З;Облачно с прояснениями;-;-
;2022-06-14 21:00:00;+15;+18;+16;70;743;2,3;З;Облачно с прояснениями;-;-
;2022-06-15 03:00:00;+13;+14;+13;83;742;2,0;З;Облачно с прояснениями;-;-
;2022-06-15 09:00:00;+17;+21;+18;72;743;2,6;З;Облачно с прояснениями;-;-
;2022-06-15 15:00:00;+22;+22;+21;54;743;2,6;З;Облачно с прояснениями;-;-
;2022-06-15 21:00:00;+15;+21;+17;68;744;1,7;З;Облачно с прояснениями;-;-
;2022-06-16 03:00:00;+13;+13;+12;82;745;0,9;ЮЗ;Облачно с прояснениями;-;-
;2022-06-16 09:00:00;+16;+20;+18;69;745;Штиль;-;Облачно с прояснениями;-;-
;2022-06-16 15:00:00;+19;+20;+20;61;744;1,1;СЗ;Облачно с прояснениями;-;-
;2022-06-16 21:00:00;+14;+18;+15;67;744;1,1;СЗ;Облачно с прояснениями;-;-
;2022-06-17 03:00:00;+12;+13;+12;79;745;0,9;СЗ;Облачно с прояснениями;-;-
2022-06-07 17:25:07;2022-06-07 09:00:00;+11;+13;+9;70;742;3,6;В;Дождь;0, низкий;спокойное
;2022-06-07 15:00:00;+12;+12;+8;89;738;6,0;В;Дождь;0, низкий;спокойное
;2022-06-07 21:00:00;+12;+13;+9;94;734;6,2;В;Небольшой дождь;0, низкий;спокойное
;2022-06-08 03:00:00;+12;+12;+9;95;731;5,5;В;Небольшой дождь;0, низкий;спокойное
;2022-06-08 09:00:00;+12;+16;+13;87;731;3,4;ЮВ;Небольшой дождь;3, средний;спокойное
;2022-06-08 15:00:00;+17;+18;+16;69;732;3,7;Ю;Небольшой дождь;3, средний;спокойное
;2022-06-08 21:00:00;+11;+17;+12;83;733;2,9;В;Небольшой дождь;3, средний;спокойное
;2022-06-09 03:00:00;+11;+11;+10;97;734;1,7;В;Небольшой дождь;3, средний;спокойное
;2022-06-09 09:00:00;+11;+14;+12;91;734;2,1;В;Небольшой дождь;1, низкий;спокойное
;2022-06-09 15:00:00;+15;+16;+15;75;735;2,4;В;Небольшой дождь;1, низкий;спокойное
;2022-06-09 21:00:00;+12;+15;+13;89;736;2,0;В;Небольшой дождь;1, низкий;спокойное
;2022-06-10 03:00:00;+11;+11;+10;98;738;1,8;СВ;Небольшой дождь;1, низкий;спокойное
;2022-06-10 09:00:00;+12;+15;+12;94;738;2,3;С;Небольшой дождь;3, средний;спокойное
;2022-06-10 15:00:00;+16;+16;+15;78;737;2,7;С;Небольшой дождь;3, средний;спокойное
;2022-06-10 21:00:00;+13;+15;+13;82;740;1,5;СЗ;Облачно с прояснениями;3, средний;спокойное
;2022-06-11 03:00:00;+11;+12;+11;94;739;1,6;З;Облачно с прояснениями;3, средний;спокойное
;2022-06-11 09:00:00;+14;+18;+16;78;739;2,2;СЗ;Пасмурно;5, средний;спокойное
;2022-06-11 15:00:00;+17;+18;+18;65;739;2,5;З;Облачно с прояснениями;5, средний;спокойное
;2022-06-11 21:00:00;+12;+16;+12;76;738;2,4;З;Пасмурно;5, средний;спокойное
;2022-06-12 03:00:00;+10;+11;+9;85;739;2,5;З;Пасмурно;5, средний;спокойное
;2022-06-12 09:00:00;+11;+13;+10;78;739;2,9;З;Небольшой дождь;-;-
;2022-06-12 15:00:00;+13;+14;+12;74;739;2,9;З;Дождь;-;-
;2022-06-12 21:00:00;+10;+12;+9;81;740;1,9;СЗ;Пасмурно;-;-
;2022-06-13 03:00:00;+9;+9;+7;86;741;1,8;З;Небольшой дождь;-;-
;2022-06-13 09:00:00;+11;+14;+11;73;741;2,4;СЗ;Небольшой дождь;-;-
;2022-06-13 15:00:00;+15;+17;+14;61;743;3,0;СЗ;Облачно с прояснениями;-;-
;2022-06-13 21:00:00;+11;+16;+12;70;743;2,3;СЗ;Облачно с прояснениями;-;-
;2022-06-14 03:00:00;+9;+10;+8;81;743;1,9;СЗ;Облачно с прояснениями;-;-
;2022-06-14 09:00:00;+13;+17;+13;62;744;2,8;СЗ;Облачно с прояснениями;-;-
;2022-06-14 15:00:00;+19;+20;+18;51;744;2,9;СЗ;Облачно с прояснениями;-;-
;2022-06-14 21:00:00;+13;+18;+14;62;745;2,1;З;Облачно с прояснениями;-;-
;2022-06-15 03:00:00;+11;+11;+9;79;745;1,8;З;Облачно с прояснениями;-;-
;2022-06-15 09:00:00;+16;+20;+16;59;745;2,5;З;Облачно с прояснениями;-;-
;2022-06-15 15:00:00;+23;+24;+23;44;745;2,5;З;Облачно с прояснениями;-;-
;2022-06-15 21:00:00;+16;+22;+18;61;745;1,5;СЗ;Облачно с прояснениями;-;-
;2022-06-16 03:00:00;+12;+13;+12;77;745;1,5;З;Облачно с прояснениями;-;-
;2022-06-16 09:00:00;+18;+23;+20;52;745;1,6;З;Облачно с прояснениями;-;-
;2022-06-16 15:00:00;+25;+25;+24;37;745;1,8;З;Облачно с прояснениями;-;-
;2022-06-16 21:00:00;+17;+23;+19;57;745;1,3;З;Облачно с прояснениями;-;-
;2022-06-17 03:00:00;+13;+14;+13;74;744;1,3;З;Облачно с прояснениями;-;-
2022-06-08 05:25:03;2022-06-08 09:00:00;+13;+17;+13;82;727;4,2;ЮВ;Небольшой дождь;2, низкий;спокойное
;2022-06-08 15:00:00;+17;+18;+15;67;727;4,4;Ю;Дождь;2, низкий;спокойное
;2022-06-08 21:00:00;+11;+17;+12;84;728;2,8;ЮВ;Дождь;2, низкий;спокойное
;2022-06-09 03:00:00;+10;+10;+9;98;729;1,4;СВ;Небольшой дождь;2, низкий;спокойное
;2022-06-09 09:00:00;+10;+15;+12;88;729;1,6;СВ;Небольшой дождь;1, низкий;спокойное
;2022-06-09 15:00:00;+15;+16;+15;73;730;1,7;В;Небольшой дождь;1, низкий;спокойное
;2022-06-09 21:00:00;+12;+16;+13;82;733;1,4;В;Небольшой дождь;1, низкий;спокойное
;2022-06-10 03:00:00;+11;+12;+10;97;733;1,7;С;Небольшой дождь;1, низкий;спокойное
;2022-06-10 09:00:00;+12;+15;+12;91;738;2,0;С;Небольшой дождь;1, низкий;спокойное
;2022-06-10 15:00:00;+15;+16;+15;82;737;2,2;С;Дождь;1, низкий;спокойное
;2022-06-10 21:00:00;+12;+16;+13;88;738;2,5;СЗ;Небольшой дождь;1, низкий;спокойное
;2022-06-11 03:00:00;+11;+12;+11;95;735;2,2;СЗ;Небольшой дождь;1, низкий;спокойное
;2022-06-11 09:00:00;+15;+19;+17;76;738;2,6;СЗ;Облачно с прояснениями;3, средний;спокойное
;2022-06-11 15:00:00;+19;+20;+19;64;738;3,0;З;Небольшой дождь;3, средний;спокойное
;2022-06-11 21:00:00;+14;+17;+15;83;738;2,3;З;Облачно с прояснениями;3, средний;спокойное
;2022-06-12 03:00:00;+10;+12;+9;87;740;2,7;СЗ;Пасмурно;3, средний;спокойное
;2022-06-12 09:00:00;+11;+12;+9;71;740;3,4;СЗ;Пасмурно;2, низкий;-
;2022-06-12 15:00:00;+13;+13;+10;63;740;3,3;СЗ;Пасмурно;2, низкий;-
;2022-06-12 21:00:00;+9;+11;+7;67;740;2,4;СЗ;Пасмурно;2, низкий;-
;2022-06-13 03:00:00;+8;+8;+5;76;741;2,2;З;Небольшой дождь;2, низкий;-
;2022-06-13 09:00:00;+9;+10;+7;78;741;3,0;СЗ;Небольшой дождь;-;-
;2022-06-13 15:00:00;+11;+12;+9;77;743;3,1;СЗ;Небольшой дождь;-;-
;2022-06-13 21:00:00;+11;+11;+9;79;743;2,1;СЗ;Небольшой дождь;-;-
;2022-06-14 03:00:00;+10;+10;+7;80;743;2,6;СЗ;Небольшой дождь;-;-
;2022-06-14 09:00:00;+13;+15;+11;66;743;3,2;СЗ;Облачно с прояснениями;-;-
;2022-06-14 15:00:00;+18;+20;+16;47;743;3,2;СЗ;Облачно с прояснениями;-;-
;2022-06-14 21:00:00;+13;+18;+14;59;744;2,4;СЗ;Облачно с прояснениями;-;-
;2022-06-15 03:00:00;+10;+11;+9;73;744;1,9;СЗ;Облачно с прояснениями;-;-
;2022-06-15 09:00:00;+16;+20;+16;52;744;2,5;СЗ;Облачно с прояснениями;-;-
;2022-06-15 15:00:00;+23;+23;+21;39;744;2,6;СЗ;Облачно с прояснениями;-;-
;2022-06-15 21:00:00;+17;+22;+19;59;744;2,2;З;Облачно с прояснениями;-;-
;2022-06-16 03:00:00;+14;+15;+14;75;744;1,6;З;Облачно с прояснениями;-;-
;2022-06-16 09:00:00;+19;+22;+20;54;744;2,0;З;Облачно с прояснениями;-;-
;2022-06-16 15:00:00;+23;+24;+23;40;743;1,9;З;Облачно с прояснениями;-;-
;2022-06-16 21:00:00;+17;+22;+19;56;743;1,5;З;Облачно с прояснениями;-;-
;2022-06-17 03:00:00;+14;+15;+14;75;743;1,6;З;Облачно с прояснениями;-;-
;2022-06-17 09:00:00;+19;+23;+21;60;743;1,9;З;Облачно с прояснениями;-;-
;2022-06-17 15:00:00;+22;+23;+22;48;742;2,2;З;Облачно с прояснениями;-;-
;2022-06-17 21:00:00;+15;+20;+17;61;743;1,0;З;Облачно с прояснениями;-;-
;2022-06-18 03:00:00;+13;+14;+14;77;743;0,6;ЮЗ;Облачно с прояснениями;-;-
2022-06-08 17:25:02;2022-06-08 09:00:00;+13;+17;+13;81;727;4,2;ЮВ;Небольшой дождь;2, низкий;спокойное
;2022-06-08 15:00:00;+17;+18;+15;66;727;4,6;Ю;Ливень;2, низкий;спокойное
;2022-06-08 21:00:00;+11;+17;+13;84;728;2,6;В;Ливень;2, низкий;спокойное
;2022-06-09 03:00:00;+8;+10;+8;97;729;1,5;В;Облачно с прояснениями;2, низкий;спокойное
;2022-06-09 09:00:00;+10;+15;+12;87;729;1,5;ЮВ;Небольшой дождь;1, низкий;спокойное
;2022-06-09 15:00:00;+15;+17;+15;72;729;1,8;В;Небольшой дождь;1, низкий;спокойное
;2022-06-09 21:00:00;+12;+15;+13;88;732;1,8;В;Небольшой дождь;1, низкий;спокойное
;2022-06-10 03:00:00;+11;+12;+10;98;732;1,3;СВ;Небольшой дождь;1, низкий;спокойное
;2022-06-10 09:00:00;+12;+15;+14;88;733;1,5;С;Небольшой дождь;1, низкий;спокойное
;2022-06-10 15:00:00;+16;+17;+16;73;737;1,9;С;Небольшой дождь;1, низкий;спокойное
;2022-06-10 21:00:00;+12;+17;+14;81;732;2,1;СЗ;Небольшой дождь;1, низкий;спокойное
;2022-06-11 03:00:00;+11;+11;+10;97;735;2,2;З;Небольшой дождь;1, низкий;спокойное
;2022-06-11 09:00:00;+13;+19;+16;82;729;2,6;СЗ;Небольшой дождь;3, средний;спокойное
;2022-06-11 15:00:00;+19;+20;+20;66;736;2,8;З;Небольшой дождь;3, средний;спокойное
;2022-06-11 21:00:00;+14;+17;+16;83;738;1,7;З;Облачно с прояснениями;3, средний;спокойное
;2022-06-12 03:00:00;+12;+13;+12;91;738;2,3;З;Пасмурно;3, средний;спокойное
;2022-06-12 09:00:00;+12;+13;+11;78;739;3,0;З;Пасмурно;2, низкий;спокойное
;2022-06-12 15:00:00;+15;+15;+12;63;740;3,0;З;Облачно с прояснениями;2, низкий;спокойное
;2022-06-12 21:00:00;+11;+14;+11;69;740;2,3;СЗ;Облачно с прояснениями;2, низкий;спокойное
;2022-06-13 03:00:00;+9;+10;+8;81;740;1,9;З;Облачно с прояснениями;2, низкий;спокойное
;2022-06-13 09:00:00;+11;+12;+10;76;740;2,4;З;Дождь;-;-
;2022-06-13 15:00:00;+13;+13;+11;80;740;2,6;СЗ;Небольшой дождь;-;-
;2022-06-13 21:00:00;+11;+12;+10;87;741;2,3;СЗ;Небольшой дождь;-;-
;2022-06-14 03:00:00;+11;+11;+9;93;741;2,3;СЗ;Небольшой дождь;-;-
;2022-06-14 09:00:00;+13;+15;+12;78;741;3,4;СЗ;Небольшой дождь;-;-
;2022-06-14 15:00:00;+17;+18;+16;62;741;3,7;СЗ;Облачно с прояснениями;-;-
;2022-06-14 21:00:00;+14;+17;+14;70;741;2,7;СЗ;Облачно с прояснениями;-;-
;2022-06-15 03:00:00;+12;+13;+11;80;741;2,3;З;Облачно с прояснениями;-;-
;2022-06-15 09:00:00;+16;+20;+16;62;742;3,3;СЗ;Облачно с прояснениями;-;-
;2022-06-15 15:00:00;+22;+22;+20;53;742;3,2;СЗ;Облачно с прояснениями;-;-
;2022-06-15 21:00:00;+16;+21;+18;64;742;2,6;СЗ;Облачно с прояснениями;-;-
;2022-06-16 03:00:00;+13;+14;+13;82;742;2,0;З;Облачно с прояснениями;-;-
;2022-06-16 09:00:00;+19;+23;+20;58;743;2,6;З;Облачно с прояснениями;-;-
;2022-06-16 15:00:00;+25;+25;+24;46;743;2,5;СЗ;Облачно с прояснениями;-;-
;2022-06-16 21:00:00;+16;+23;+20;68;743;1,7;З;Облачно с прояснениями;-;-
;2022-06-17 03:00:00;+14;+15;+15;85;743;1,4;З;Облачно с прояснениями;-;-
;2022-06-17 09:00:00;+18;+22;+20;71;743;1,7;З;Облачно с прояснениями;-;-
;2022-06-17 15:00:00;+22;+22;+23;67;743;1,7;З;Небольшой дождь;-;-
;2022-06-17 21:00:00;+16;+20;+18;77;743;1,3;З;Облачно с прояснениями;-;-
;2022-06-18 03:00:00;+14;+15;+15;82;744;0,6;СЗ;Облачно с прояснениями;-;-
2022-06-09 05:25:02;2022-06-09 09:00:00;+11;+16;+14;83;734;1,8;ЮВ;Небольшой дождь;3, средний;спокойное
;2022-06-09 15:00:00;+16;+17;+16;67;734;2,3;ЮВ;Небольшой дождь;3, средний;спокойное
;2022-06-09 21:00:00;+12;+16;+13;80;731;2,1;В;Небольшой дождь;3, средний;спокойное
;2022-06-10 03:00:00;+11;+11;+10;97;732;1,5;С;Небольшой дождь;3, средний;спокойное
;2022-06-10 09:00:00;+11;+15;+12;90;731;1,5;С;Небольшой дождь;2, низкий;спокойное
;2022-06-10 15:00:00;+16;+16;+16;81;733;1,8;СЗ;Дождь;2, низкий;спокойное
;2022-06-10 21:00:00;+12;+16;+13;88;737;1,8;СЗ;Небольшой дождь;2, низкий;спокойное
;2022-06-11 03:00:00;+11;+12;+10;97;730;2,0;З;Небольшой дождь;2, низкий;спокойное
;2022-06-11 09:00:00;+12;+18;+15;85;734;2,3;З;Небольшой дождь;3, средний;спокойное
;2022-06-11 15:00:00;+18;+19;+17;73;728;3,3;З;Небольшой дождь;3, средний;спокойное
;2022-06-11 21:00:00;+14;+18;+15;84;729;3,4;З;Небольшой дождь;3, средний;спокойное
;2022-06-12 03:00:00;+12;+13;+12;94;735;2,9;З;Небольшой дождь;3, средний;спокойное
;2022-06-12 09:00:00;+12;+14;+11;83;739;3,1;З;Небольшой дождь;3, средний;спокойное
;2022-06-12 15:00:00;+15;+16;+15;68;740;3,2;З;Пасмурно;3, средний;спокойное
;2022-06-12 21:00:00;+11;+13;+10;79;741;2,7;З;Небольшой дождь;3, средний;спокойное
